msoa_id,ring_id,order,x,y,Eligible,Borough
E02000986,E02000986_0,94,372460.5360000003,412962.5309999995,0,Bolton
E02000986,E02000986_0,95,372506.7039999999,413009.18799999915,0,Bolton
E02000986,E02000986_0,96,372358.10250000004,413145.38049999997,0,Bolton
E02000986,E02000986_0,97,372391.0,413235.0,0,Bolton
E02000986,E02000986_0,98,372372.6704000002,413249.32239999995,0,Bolton
E02000986,E02000986_0,99,372385.4199999999,413342.34500000067,0,Bolton
E02000986,E02000986_0,100,372430.0939999996,413351.8499999996,0,Bolton
E02000986,E02000986_0,101,372493.9210000001,413305.52300000004,0,Bolton
E02000986,E02000986_0,102,372537.0,413340.0,0,Bolton
E02000986,E02000986_0,103,372543.88100000005,413423.5150000006,0,Bolton
E02000986,E02000986_0,104,372572.00100000016,413421.16599999927,0,Bolton
E02000986,E02000986_0,105,372592.34700000007,413614.0580000002,0,Bolton
E02000986,E02000986_0,106,372503.30700000003,413510.15300000086,0,Bolton
E02000986,E02000986_0,107,372503.8130000001,413389.9949999992,0,Bolton
E02000986,E02000986_0,108,372424.0,413462.0,0,Bolton
